朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
金,煮散,内,1443.0,大秦艽汤,《素问病机气宜保命集》卷中)  又名秦艽汤(《校注妇人良方》卷三),秦艽90g  石膏60g  甘草60g  川芎60g  当归60g  川羌活30g  川独活60g  防风30g  黄芩30g  白芍药60g  吴白芷30g  白术30g  生地黄30g  熟地黄30g  白茯苓30g  细辛15g,30g,祛风养血,中风(中经),血虚，筋脉失养，风中经络，手足不能运动，舌强不能言语；或半身不遂，口眼歪斜。,上锉。每次30g，水煎，去滓。,温服,,y,16.0,,方中重用秦艽祛风活血；羌活、独活、防风、白芷、细辛祛风通络；当归、白芍药、生地黄、熟地黄养血滋阴；白术、茯苓、甘草健脾益气，气旺则能生血；原书云：“风本生于热”，故配石膏、黄芩以清内热。配合成方，共奏祛风养血之功,
宋,丸,内,2121.0,天麻丸,《太平圣惠方》卷十九,天麻30g  乌梢蛇60g(jiu浸、炙微黄，去皮、骨)  白僵蚕22．5g(微炒)  干蝎22．5g(微炒)  附子30g(炮裂，去皮、脐)  干姜15g(炮裂，锉)  桂心22．5g  防风22．5g  蝉蜕22．5g  川乌头22．5g(炮裂，去皮、脐)  羌活22．5g  细辛22．5g  独活22．5g  麻黄45g(去根节)  天南星15g(炮裂)  羚羊角屑30g,22.5g,熄风止痉。,止痉,风痉。四肢强硬，口噤不开。,上为细末，炼蜜为丸，如酸枣大。,每次1丸，以温酒研服，不拘时候。,,y,16.0,,,
宋,散,内,2141.0,天麻散,《太平圣惠方》卷十九,天麻60g  蝉蜕15g  阿胶30g(捣碎，炒令黄燥)  地骨皮30g  麦冬30g(去心，焙)  薏苡仁30g  独活60g  白鲜皮30g  羚羊角屑30g  防风30g  附子30g(炮裂，去皮、脐)　人参30g  牛蒡子30g(微炒)  赤芍药30g  甘草30g(炙微赤，锉)  桑根白皮30g(锉),30g,祛风清热，养血舒筋。,止痉,风痱。四肢不收，言语謇涩。,上为细散,每次6g，用温酒调服，不拘时候。,,y,16.0,,,
金,散,内,2148.0,天麻散,《宣明论方》卷三,川芎  细辛  苦参  地骨皮  菖蒲  何首乌  蔓荆子  薄荷叶  杜蒺藜  牛蒡子　荆芥穗  蚵蚾草  威灵仙  防风各15g  天麻30g  甘草60g(炙),15g,疏风止痛,祛风解表(风热),风热上扰，头顶痛，头面肿拘急，身体燥热。,上为细末,每次6～9g，用蜜水或茶、酒凋服，不拘时候。,,y,16.0,,,
宋,丸,内,2213.0,天南星丸,《圣济总录》卷七,天南星(腊月牛胆匮者)22．5g  白芷45g  麻黄(去根节)30g  防风45g  羌活  独活  川芎  天麻  白芍药  桔梗(锉，炒)  细辛  白僵蚕(炒)各15g  甘草(炙)11g  干姜(炮)7．5g  冰片(研)3g  麝香(研)7．5g,45g,祛风散寒，化湿通络。,祛风解表(风寒湿),风寒湿邪外侵，手足麻痹胛曳，或即肿痒疼痛。,上为细末，炼蜜为丸，如杏核大，丹砂为衣。,每次1丸，细嚼，以薄荷温酒送服，不拘时候；伤寒头目昏痛，肢节疼者，薄荷茶送服,,y,16.0,,,
清,其它,外,2944.0,太乙神针,《本草纲目拾遗》卷九,人参120g  三七240g  山羊血60g  千年健500g  钻地风500g  肉桂50g  真花椒500g  乳香500g  没药5008  穿山甲250g  小茴香500g  苍术500g  真蕲艾2kg  甘草1kg　麝香120g  防风2kg,2kg,祛风胜湿，散寒止痛。,胜湿止痛(虚痹),寒湿筋骨疼痛,共为细末。用绵纸一层，高方纸三层，纸宽裁作7cm，长38cm，将药末21—24g，薄薄匀铺在纸上，紧卷如花炮式，务要紧实，两头用纸封固。,先在穴位或痛处衬以新红布数层，以火将针焯着，将针按上，火旺布薄觉痛，多垫布数层，一针已冷，再换一针，连进七针。,,y,16.0,,,
清,汤,内,3049.0,止渴润燥汤,《证治宝鉴》卷四,花椒0．3g  防风3g  荆芥3g  甘草梢1．5g  红花0．75g  桃仁  麻仁  杏仁各3g  升麻4．5g  柴胡2．1g  当归3g  熟地6g  知母  黄柏  石膏各3g  细辛0．3g,3g,疏风清热，滋阴润燥,祛风解表(风热),肺胃蕴热，大肠燥结，以致消渴，喜饮温水，大便秘结，阴缩，口舌干燥，眼燥难开，黑处如见浮云。,水煎，去滓,分二次温服,,y,16.0,,,
清,汤,内,3082.0,内托散,《喉科种福》卷四,生黄芪9g  白芍药4．5g  党参12g  当归4．5g  金银花3g  天花粉3g  北防风3g  川芎2．4g  荆芥穗3g  生甘草3g  牛蒡子3g  陈皮2．4g  苦桔梗6g  皂角刺2个  白术3g(蜜炒)  连翘3g,3g,疏风清热，托里透脓。,透疹,乳蛾，蛾顶上现白点，其脓将成，其痛更甚者。,水煎，去滓,温服,,y,16.0,,,
宋,煮散,内,3114.0,内塞散,《急救仙方》卷一,人参(去芦)  当归(去芦，jiu浸)　黄芪(盐汤浸)  川芎(洗去土)  茯苓(去皮)  防风(去芦)  桂心各7．5g  桔梗  远志  甘草  白芷各30g  缩砂  香附子  厚朴各60g  赤小豆150g(jiu浸)  附子2枚(去皮，煨),7.5g,托里排脓，定痛生肌。,透疹,诸恶疮疖热退后脓血不止，疼痛，属虚证者。,上叹咀。每服30g。水220m1，加生姜3片，煎至150m1，去滓，加酒适量冲入。,热服,去芦,y,16.0,,,
清,汤,内,3302.0,化毒清表汤,《痘疹活幼至宝》卷终,牛蒡子(制)  连翘  天花粉  地骨皮  黄连  黄芩  山栀(炒)  知母  干葛  玄参各2．4g  桔梗  前胡  木通各1．8g  甘草  薄荷  防风各0.9g,0.9g,疏风化毒，清热生津。,透疹　散结,痧已见形一二日，红肿太甚，一齐涌出者。,水煎，去滓。,温服，一日二次。,,y,16.0,,,
明,汤,内,4121.0,双解复生散,《外科正宗》卷一,荆芥  防风  川芎  白芍  黄芪　麻黄  甘草各1．5g  薄菏  山栀  当归  连翘　滑石  金银花  羌活  人参  白术各2．4g  大黄　芒硝各6g,1.5g,发表攻里,透疹,痈疽发背，诸般肿毒，初起憎寒发热，四肢拘急，内热口干，大小便秘。,用水400m1，表症甚者，加生姜3片，葱头2茎，煎至200ml，去滓；里症甚者，加生蜜三匙和匀。,温服,,y,16.0,,,
明,汤,内,4873.0,四顺清凉饮子,《审视瑶函》卷三,当归身  龙胆草(酒洗，炒)  黄芩　桑皮(蜜制)  车前子  生地黄  赤芍  枳壳各2．4g  炙甘草0．9g  熟大黄  防风  川芎  川黄连(炒)  木贼草  羌活  柴胡各2g,2g,疏肝泻火，行气化瘀。,明目　肝热,肝经郁火，气滞血瘀，致患凝脂翳症。,上锉一剂。用水400ml，煎至320ml，去滓。,食远服,,y,16.0,,,
宋,散,内,5528.0,白花蛇散,《大平圣惠方》卷二十四,"白花蛇60g(jiu浸，去皮，骨，炙令微黄)  麻黄15g(去根、节)  天麻15g  何首乌15g  天南星15g(炮裂)  禹白附15g(炮裂)  桂心15g  萆薢1．5g(锉)  白鲜皮15g  羌活15g  蔓荆子15g  白僵蚕15g(微炒)  晚蚕蛾7．5g  防风
15g  乌犀角屑15g  磁石30g(烧，醋淬七遍，捣碎细研水飞过)。",15g,祛风除湿，凉血解毒。,透疹　散结,紫癜风，白癜风。,上为细散，研入磁石令匀。,每次6g，食前以温酒调服。,,y,16.0,,,
明,汤,内,5731.0,立应汤,《外科百效全书》卷五,蔓荆子  防风  荆芥  苦参  苍耳　黄荆子  牛蒡子  胡麻仁  甘枸杞  余粮石  白芷梢  苍术  连翘  土茯苓  羌活  独活各9g,9g,祛风化湿,透疹,白癜癣并梅癣。,水煎，去滓,早晨空心服,,y,16.0,,,
明,汤,内,6208.0,加减甘桔汤,《外科十三方考》,桔梗  玄参  白芷  防风  赤芍  川芎  前胡  独活  连翘  荆芥  甘草各1．5g  牵牛  山豆根  黄芩  射干  生地各15g,1.5g,疏风清肺．泻火利咽。,祛风解表(风热),喉风。喉咙肿痛，痛不可忍，水米不能下咽，危在顷刻者,竹叶7片为引，水煎，去滓。,食后服,,y,16.0,,,
明,汤,内,6255.0,加减排风汤,《古今医鉴》卷二引陈白野方,天麻  苍术  杏仁各3g  羌活  独活  防风  白鲜皮  川芎  当归  白芍药  白术　茯苓  黄芩  半夏各2．4g  麻黄2．1g  甘草1．2g,2.4g,祛风化痰，活血通络。,中风(中经),中风口眼喁斜,上叹咀。加生姜3片，水400ml，煎取200m1，去滓。,温服，不拘时候,,y,16.0,,,
明,丸,内,6368.0,圣金丹,《永乐大典》卷一一四一二引《经验普济加减方》,蔓菁子120g  蛇蜕皮  蝉蜕  羌活  川芎  木贼  甘草(炙)  石决明  密蒙花  青葙子  石膏  青皮  枸杞子  白蒺藜  防风各30g　苍术(泔浸，切，焙)60g,30g,清肝化湿，祛风消翳。,明目　肝热,风湿热邪侵入肝经，眼生翳膜，昏晕黑花，发赤肿痛。,上为细末，炼蜜为丸，如弹子大。,每次1丸，细嚼，用茶、酒送服，一日三次。,,y,16.0,,,
元,煮散,内,7224.0,当归流气饮,《医学启蒙》卷四,陈皮2lg  半夏  茯苓  甘草  槟榔  紫苏  当归  川芎  防风  枳壳  乌药  桔梗　青皮  枳实各15g  木香7．5g  香附子15g,15g,化痰祛湿，理气和血。,其它祛风2,痰湿内阻，气血不和，胃脘疼痛。,每次15g，水煎，去滓。,温服,,y,16.0,,,
唐,汤,内,7395.0,竹沥汤,《备急千金要方》卷八,麻黄  防风各4．5g  川芎  防己　附子  人参  芍药  黄芩  甘草  桂心各3g  生姜12g  石膏18g  杏仁9g  竹沥60ml  羚羊角6g  生葛汁30ml,4.5g,清热化痰，平肝息风，扶正祛邪。,中风后虚,风痱，四肢不收，心神恍惚，不知人，不能言。,上叹咀。以水800ml，煎取400ml，去滓，加竹沥煎沸。,分三次温服。取汗，间五日更服一剂，连与三剂。,,y,16.0,,本方所治之证，是由素有热痰内蕴，肝阳上亢，又复猝中外风，正气不能内守所致。方中麻黄能通九窍，杏仁能宣肺气，甘草益气和中，三味合用，即《金匮要略·杂疗方》还魂汤，能治卒死，本方用此三味治不省人事，以奏通窍醒神之功；由于热痰内蕴，故用黄芩、石膏、竹沥、葛汁清热生津，化痰通络；由于肝阳上亢，故用羚羊角平肝熄风；因为风邪猝中于外，所以又用防风、防己、生姜以疏散外中之风邪；因为正气不能内守，所以又配附子、桂心、人参温阳益气；猝中之后，四肢不收，是血滞而气行不畅，因而又用川芎、芍药以活血行气。诸药合用，共奏清热化痰，平肝熄风，扶正祛邪之功。,
金,汤,内,7706.0,全生活血汤,《兰室秘藏》卷中,红花0．9g  蔓荆子  细辛各1.5g　生地黄(夏月多加之)  熟地黄各3g  藁本  川芎各4．5g  防风  羌活  独活  炙甘草  柴胡  当归身(酒洗)  葛根各6g  白芍药  升麻各9g,6g,补血升阳,散肝舒脾(升阳),妇人分娩及半产漏下，血虚气陷，昏冒不省，瞑目无所知觉。,上叹咀。每次15g，用水300m1，煎至150m1，去滓。,食前稍热服,,y,16.0,,,
宋,煮散,内,8096.0,防风浴汤,《杨氏家藏方》卷四,荆芥穗120g  苦参  地骨皮  白牵牛  赤小豆各90g  白蒺藜(炒，去刺)  防风  白僵蚕(炒去丝嘴)  香白芷  蓖麻叶  杉木  蒴藿叶各60g  马钱子45g(去壳，炒令焦黄色)  当归(洗，焙)  独活  吴茱萸(汤洗七次)各30g,60g,祛风除湿，活血通络。,止痒,风湿脚气，气血凝滞，皮肤粗涩不润。,上为细末。每次15g，以水1L，入连根葱白5茎(擘开)，同煎至五、七沸，倾出，去滓，入朴消末6g，搅匀。,先熏，候通手淋渫。,,y,16.0,,,
明,汤,内,8129.0,防风秦艽汤,《外科正宗》卷三,防风  秦艽  当归  川芎  生地  白芍  赤茯苓  连翘各3g  槟榔  甘草  栀子  地榆  枳壳  槐角  白芷  苍术各1．8g,3g,疏风清热，养血止血。,祛风宽肠,痔疮便血，肛门坠重作疼者。,用水400ml，煎至320m1，去滓。,食前服,,y,16.0,,,
宋,散,内,8309.0,麦冬散,《陈素庵妇科补解》卷三,麦冬  淡竹叶  黄芩  柴胡  知母　川芎  白芍  川断  茯苓  白术  人参  甘草  陈皮  黄连  防风  大枣,wbz,清热除烦，益气安胎。,其它(妊娠子烦)　,妊娠子烦,上为散,每次9g，开水送服，一日二次。,,n,16.0,,妊娠聚血养胎，阴血不足，虚火内生，火扰心神，则子烦由生。方中黄芩、黄连、知母、竹叶清热除烦，泻火安胎；辅以芍药养血柔肝；柴胡、川芎、陈皮、防风疏肝行气，散火解郁；人参、茯苓、白术、大枣、甘草益气健脾安胎；川断补肾安胎。诸药相合，共奏清热除烦，益气安胎之效。,
明,汤,内,8744.0,芩连消毒饮,《证治准绳·疡医》卷五,防风  荆芥  连翘  柴胡  黄芩  川芎  羌活  桔梗  蓝叶  射干  白芷  牛蒡子  黄连  甘草  青木香  金银花,wbz,疏风散邪，清热解毒。,祛风解表(风热),时毒。发热恶寒，头项肿痛，脉洪而数。,加薄荷少许，水煎，去滓。,温服,,n,16.0,,,
宋,丸,内,9103.0,还睛丸,《仁斋直指》卷二十,蝉蜕(洗，晒)  苍术(童尿换浸二宿，焙)  熟地黄(洗，焙)  川芎  白蒺藜(炒，杵，去刺)各30g  茺蔚子  羌活  防风  木贼(去节，童尿浸一宿，晒)  甘菊  荆芥  蔓荆子  杏仁(浸，去皮，焙)  菟丝子(研，jiu浸)  石决明(煅存半生)  蛇蜕(jiu浸，洗净，焙)各15g,15g,补肾养肝，祛风消翳。,明目　肝肾虚,肝肾不足，风热上攻，眼生昏翳，视物昏花。,上研细末，炼蜜为丸，如弹子大。,每次1丸，食后细嚼，用茶送下。,,y,16.0,,,
元,丸,内,9109.0,还睛丹,《御药院方》卷十,苁蓉(jiu浸一伏时，切，焙干)  威灵仙  青葙子  巴戟(去心)  蝉蜕  甘菊花  密蒙花　旋覆花  防风  枸杞子  天麻(jiu浸一宿，焙干)　地骨皮各60g  蛇蜕皮45g(jiu浸一宿，炒黄)  香白花45g  桑花  麻子(水淘，去浮者，炒香)各30g,60g,补肾养肝，疏风清热。,明目　肾虚,肾虚眼见黑花飞蝇，见花或黑或白或红，久不已将变内障。,上为细末，炼蜜为丸，如豌豆大。,每次日。丸，空心、食前用温酒、白汤或粥饮送服。,,y,16.0,,,
宋,丸,内,9675.0,应痛丸,《圣济总录》卷十二,附子(炮裂，去皮、脐)  天麻  虎骨(酥炙)  天南星(炮)  狗脊(去毛)  白茯苓(去黑皮)  阿胶(炙燥)  狼毒(醋炙，锉，炒)  白僵蚕(直者，微炒)  海桐皮(锉)  牡蛎(熬)  天雄(炮裂，去皮、脐)  防风  吴茱萸(汤洗焙干，炒)  羌活  独活各30g,30g,祛风散寒，通络止痛,祛风解表(风寒),外伤风冷，身体疼痛。,上为细末，炼蜜为丸，如弹子大。,每次1丸，空腹温酒化下。,,y,16.0,,,
明,散,内,9962.0,补肝散,《秘传眼科七十二症》卷三,大黄(酒蒸，久晒)  川芎  菊花  防风  牛蒡子(炒)  荆芥  玄参  蒺藜  细辛  黄芩  栀子  木贼  甘草  草决明(炒)  苍术  蔓荆子,wbz,祛风清热,祛风解表(风热)　目,风热上攻，致患鸡盲内障，至酉时黄昏则不见物，点灯时又见物，能视上者。,上为末,每次6g，临卧用米汤或酒调服。,,n,16.0,,,
明,丸,内,10717.0,苦参丸,《寿世保元》卷九,苦参500g  防风  荆芥  羌活  当归  川芎  赤芍  金银花  独活  连翘  黄芩  黄连  栀子  滑石  白术  甘草各30g,30g,清热解毒，活血祛风。,透疹　散结,疠风。手足麻木，毛落眉脱，满身癞疹，瘙痒成疮。,上为末，面糊为丸，如梧桐子大。,每次100丸，苦参酒送服。,,y,16.0,,,
明,汤,内,10908.0,败毒散,《片玉心书》卷五,荆芥  防风  连翘  枳壳  升麻  薄荷叶  羌活  独活  桔梗  干葛  木通  金银花　黄芩  川芎  甘草  山栀子,wbz,清热解毒，祛风止痒。,透疹　散结,遍身疮疥，因淋洗涂搽，逼毒归内而腹胀轻者。,上肿，加葱3管；下肿，加灯心1握，生姜3片为引。水煎，去滓,温服,,n,16.0,,,
明·郑泽,散,内,11145.0,金玉散,《墨宝斋集验方》卷上,人参  白术  茯苓  干葛  紫苏  半夏  荆芥穗  桔梗  杏仁(去皮、尖)  麻黄(去节)   防风  陈皮  甘草  桑白皮  枳壳  前胡各等分,等分,益气补虚，宣肺止咳,祛风解表(风寒)2,肺气不足，外感风寒，咳嗽喘急。,上为散。每次15g，加生姜3片，乌梅l枚，好醋和匀，浸一宿，挤去醋，文火炒干，以前醋拌炒，醋尽为度，待干，研极细末听用。,每次3～6g，照后汤调服：心嗽，面赤流汗，用干姜汤调服；肝嗽，眼中泪出，用乌粟米汤调服；肺嗽，气壅止喘，用桑白皮汤调服；脾嗽，不思饮食，胆嗽，令人不卧，暮嗽，涕唾稠粘，均用生姜汤调服；冷嗽，用葱白汤调服；热嗽，目胀闷，蜜水调服；气嗽，胸腹胀满，用青皮汤调服；伤风流涕，用防风、荆芥汤调服；痰结成块，用五味子汤调服；劳嗽，四肢羸弱，用秦艽汤调服；血嗽，连声不止，用当归汤调服；产后嗽背痛，加黄蜡泡汤调服。,,n,16.0,,,
元末,散,内,11433.0,泻肺散,《银海精微》卷上,当归  黄芩各30g  桔梗  麻黄  枳壳各15g  秦皮  葶苈  菊花  旋覆花  生地黄　防风  白芷  甘草  玄参  栀子各30g  地骨皮24g,30g,疏风散热，泻肺明目,祛风解表(风热)　目,风轮生疮或突起，愈后变成白翳，久不散者。,上为末,每次9g，桑白皮煎汤调服。,,y,16.0,,,
唐,膏,外,11490.0,治外膏,《备急千金要方》卷六,白芷  白蜡各60g  白附子  辛夷　防风  乌头  藿香各15g  藁本30g  萎蕤  零陵香各15g  商陆  麝香各3g  牛脂  鹅脂各30g　羊脂15g  麻油6g,30g,疏风祛湿，消斑润肤。,止痒美白,面部黑旁加干黯。,上药薄切，醋渍一宿，合煎，候白芷色黄膏成。,以皂荚汤洗面，将膏敷之，一日三次。,,y,16.0,,,
宋,汤,内,11653.0,参麦汤,《陈素庵妇科补解》卷五,麻黄根  牡蛎  浮小麦  黄芪  人参 麦冬  川芎  赤芍  生地  当归  甘草  陈皮　香附  防风  丹皮  葱白 ,wbz,补阴敛阳，益气固表。,祛风解表(虚感),产后去血太多，卫气亦虚，汗出久而不止者。,水煎，去滓,温服,,n,16.0,,,
宋,酒,内,11809.0,经验祛湿煮酒,《仁斋直指附遗》卷三,川芎  威灵仙  荆芥  麻黄  防风　天麻  青木香  金毛狗脊  羌活  独活  枳壳各15g  川乌  草乌各12g  苍术  陈皮  川当归各15g,15g,祛风除湿，温经通络。,胜湿止痛,风湿相搏，遍身手足疼痛。,上畋咀，用好头酒2.5kg，将药用绢袋悬于坛口，再用重纸裹坛口，面糊密封，勿令泄气，用文武火煮熟。    ,每次服适量,,y,16.0,,,
明,丸,内,1644.0,上清拨云丸,《丹台玉案》卷三,羚羊角  犀角各60g  牛黄24g　黄连(jiu炒)  黄芩(jiu炒)  川芎  白芷  当归各45g  菊花  大黄(煨)  防风  草决明  羌活  生地  滑石  地肤子  蝉蜕各30g,30g,清热凉血，祛风明目。,祛风解表(风热)　目,风热上壅，眼目昏花，迎风流泪，羞明怕日。,上为末，炼蜜为丸。,每次9g，临卧用温开水送服。,,y,17.0,,,
清,汤,内,1708.0,千金内托散,《喉科紫珍集》卷上,党参  银花各4．5g  甘草1．5g  当归  连翘(去心)  赤芍  花粉  瓜蒌仁  桔梗  白术各3g  陈皮  防风  川芎  青皮  厚朴  荆芥各2．1g  黄芪4．5g,2.1g,清热消肿，扶正托毒。,祛风解表(风热),乳蛾，喉痈，舌痈。,上为散，加灯心3g，水300m1，煎至210m1，去滓,徐徐咽下,,y,17.0,,,
明,丸,内,1710.0,千金化痰丸,《万病回春》卷二,胆星120g  半夏(姜、矾同煮半日)120g  陈皮(去白)60g  白茯苓(去皮)60g  枳实(去瓤，麸炒)30g  海石(火煅)30g  天花粉60g　黄芩(jiu炒)60g  黄柏(jiu炒)30g  知母(jiu炒)30g  当归(酒洗)30g  天麻(火煅)60g  白术(米泔浸，炒)60g  大黄(酒拌蒸九次)150g  甘草(生)9g  防风(去芦)60g  白附子(煨)60g,60g,清火化痰,祛风解表(风热),痰火上攻，头晕目眩。,上为细末，神曲60g打糊为丸，如梧桐子大。,每次60～70丸，茶送服。,去芦,y,17.0,,,
清•孟文瑞,散,外,2313.0,开障去翳散,《春脚集》卷一,黄连  黄芩  大黄  连翘  小生地  胆草  菊花  银花  薄荷  木贼  川羌活  蝉蜕  赤芍  防风  荆芥  甘草  黄柏各3g,3g,清热疏风，退翳明目。,祛风解表(风热)　目,目生翳膜，赤肿作痛，畏日羞明，迎风流泪，视物不清，暴发火眼、沙眼。,上药水煎浓汤，去滓澄清，放碗中，拣上好羊脑炉甘石30g煅红，淬入药汤内，连煅、淬3次，即将甘石浸在药汤内，再将碗口用纸封好，勿令落尘。俟过数日后极干时，再加入铜绿0．6g，胆矾0．6g，朱砂0．9g(水飞)，雄黄0．9g(水飞)，硼砂1．5g，冰片2。4g，麝香0．9g，共研极细末，收瓷瓶内，封固口。,用骨簪入凉水取起蘸药少许，点目中。,,y,17.0,,,
唐,煮散,内,2616.0,五邪汤,《外台秘要》卷十五引《深师方》)  又名五邪菖蒲散(《太平圣惠方》卷六十九)  五邪菖蒲汤(《圣济总录》卷十四),菖蒲  秦艽  桂心  当归  禹余粮 人参  附子(炮)  黄芩  甘草(炙)  远志(去心)  防风各30g  龙骨  赤石脂  茯苓  芍药　川芎  防己各60g,30g,祛风化痰，养心安神。,止痉　安神,风痰内阻，心阳不振，精神恍惚，悲涕狂走，神志不清，身体强直或疼痛,上为粗散，取水1．2L(一方取东流水煮小沸)，纳散60g，煮取lL。,空腹服300m1，白天服二次，夜服一次。,,y,17.0,,,
宋,酒,内,2834.0,五加皮浸酒,《太平圣惠方》卷四十四,"五加皮75g  枳壳75g(麸炒微黄，去瓤)  独活45g  乌喙45g(炮裂，去皮、脐)  干姜45g(炮裂)  石南30g  丹参60g  防风60g(去芦头)  白术60g  地骨皮60g  川芎60g  猪椒根60g  熟地黄90g  牛膝90g  虎胫骨150g
(涂酥，炙令微黄)  枸杞子60g  秦艽60g",60g,补肝益肾，祛风除湿。,胜湿止痛(虚痹),肝肾不足，风湿外侵，腰痛连胫中，及骨髓疼痛。,"上锉细，用生绢袋盛，以清酒12L浸
之，密封七日开取。",每次20～30ml，食前暖服。,去芦头,y,17.0,,,
唐,膏,外,3654.0,长发膏,《外台秘要》卷三十二引《延年方》,蔓荆子  附子(去皮)  泽兰  防风  杏仁(去皮)  零陵香  藿香  川芎  天雄  辛荑各60g  沉香30g  松脂  白芷各60g  马髻膏  松叶(切)  熊脂各30g  生麻油2．4L,60g,活血祛风，润肤生发。,止痒,头风白眉瘙痒，头发脱落。,上药以苦酒渍一宿，以脂等煎，缓火三上三下，白芷色黄膏成，去滓滤收贮。,涂发及肌中摩之，一日二三次。,,y,17.0,,,
唐,汤,内,3946.0,风引汤,《备急千金要方》卷七,麻黄  石膏  独活  茯苓各6g  吴茱萸  秦艽  细辛  桂心  人参  防风  川芎　防己  甘草各3g  干姜4．5g  白术9g  杏仁6枚  附子3g,3g,祛风散寒，清热除湿。,胜湿止痛(热痹),风寒湿邪痹阻经脉，内有郁热，两脚疼痹，肿或不仁，拘急，屈不得行。,上哎咀。以水1．6L，煮取300m1，去滓。,分三次温服。取汗佳。,,y,17.0,,,
明,汤,内,4908.0,仙遗粮汤,《外科正宗》卷三,仙遗粮120g  防风  荆芥  川芎  当归  天花粉  金银花  白蒺藜  薏苡仁  威灵仙各3g  山栀  黄连  连翘  干葛  白芷  甘草　黄芩各1．8g,3g,清热败毒,透疹　散结,杨梅结毒，初起筋骨疼痛，已破后肌肉溃烂者。,用水750ml，煎至500ml，以滓再煎取250ml。,量病上下，食前后服，服后饮酒适量。,,y,17.0,,,
清,汤,内,6205.0,加减双解散,《眼科阐微》卷三,防风  荆芥  薄荷  桔梗  麻黄  黄芩  山栀  连翘  当归  芒硝  大黄  赤芍  滑石  石膏各3g  川芎  甘草各1．5g  白术2．4g,3g,疏风清热，泻火凉血。,祛风解表(风热)　目,时行赤眼，暴赤肿痛，白珠血片，甚至瘀血包珠。,加生姜3片，水煎，去滓。,温服,,y,17.0,,,
明,汤,内,6995.0,托里解毒汤,《寿世保元》卷九,当归4．5g  赤芍4．5g  川芎  生地黄  连翘  黄芩  防风各3g  黄连(jiu炒)6g  荆芥穗2g  苦参(jiu炒)  羌活  薏苡仁各3g  皂荚子10个  防风3g  木瓜1．5g  生甘草0．6g  土茯苓30g,3g,清热解毒，养血祛风。,透疹　散结,杨梅疮。手足心皮枯，似白鹅掌风，筋骨疼痛。,上锉。用水500ml，煎至250ml，去滓。,温服,,y,17.0,,,
金,汤,内,7225.0,当归润燥汤,《兰室秘藏》卷上又名润燥汤(《东垣试效方》卷三,细辛o．3g  生甘草  炙甘草  熟地黄各o．9g  柴胡2．18  黄柏  知母  石膏  桃仁(泥子)  当归身  麻子仁  防风  荆芥穗各3g 升麻4．5g  红花少许  杏仁6个  小椒3个,3g,清热生津，养血润燥。,明目　肝虚,消渴。大便闭涩，干燥结硬，兼喜温饮，阻头退缩，舌燥口干，眼涩难开，及于黑处见浮云。,上哎咀，都作一服。用水600m1，煎至150m1，去滓。,食远热服,,y,17.0,,,
宋,散,内,7522.0,朱砂散,《太平圣惠方》卷二十一,"朱砂30g(细研)  麝香15g(细研)　雄黄30g(细研)  天南星30g(炮裂)  禹白附30g(炮裂)  母丁香30g  藿香30g  白花蛇60g(jiu浸，去皮、骨，炙令微黄)  桂心30g  防风30g  蝉蜕30g  川芎30g  蔓荆子30g  天麻30g  白僵蚕
30g(微炒)  麻黄30g(去根、节)  川乌头30g(炮裂，去皮、脐)",30g,祛风止痉,止痉(破伤风),破伤风，口噤，四肢抽掣。,上为细散，入研药令匀。,每次3g，以温酒调服，不拘时候,,y,17.0,,,
现代,丸,内,7756.0,产灵丹,《北京市中药成方选集》,当归15g  首乌(炙)15g  竹节香附15g  白术(炒)15g  木香15g  细辛15g  川乌(炙)90g  草乌(炙)90g  大茴香90g  川芎90g　防风90g  白芷90g  芥穗908  桔梗90g  麻黄90g  苍术(炒)250g  甘草(炙)60g,90g,化瘀生新，散寒止痛。,胜湿止痛(虚痹),妇人产后恶露不下，胸腹胀满，两胁刺痛。,上为细末，过罗，每1．2k8细粉兑血竭粉15g、人参粉90g，混合均匀，炼蜜为丸，重6g，朱砂为衣，蜡皮封固,每次1丸，用温黄酒或白开水送服，一日二次。,,y,17.0,,,
唐,汤,内,7978.0,羊肉当归汤,《备急千金要方》卷十三,当归30g  干姜  陈皮  黄芪  芍药  川芎  桂心  独活  防风  人参  吴茱萸  甘草 生地黄  茯苓各7．5g  生姜4．5g  大枣3枚　羊肉100g,7.5g,温中补虚，缓急止痛。,胜湿止痛(虚痹),腹冷绞痛,上叹咀。以水3L煮肉，取汁2．4L，出肉纳诸药，煮取600m1,一日分三次服。服后覆取温暖。,,y,17.0,,,
明,丸,内,8108.0,防风天麻丸,《证治准绳·类方》卷五,防风  天麻  升麻  白附子(炮)  定风草  细辛  川芎  人参(去芦)  丹参  苦参  玄参  紫参  蔓荆子  威灵仙  穿山甲(炒)  何首乌各30g(另捣为末)  蜈蚣1对,30g,祛风清热，益气活血,透疹　散结,疠风癞病,上为细末，与何首乌末拌匀。每用药末60g，胡麻500g(淘净，晒干，炒香熟，碾为极细末)，拌匀，炼蜜为丸，共作90丸。,每次1丸，细嚼，温浆水送服，不拘时候，一日三次。初服药有呕吐者，不怪，服药得安如故。,,y,17.0,,,
